"Jahr","Kanton (-) / Bezirk (>>) / Gemeinde (......)","Haushaltsgrösse - Total","1 Person","2 Personen","3 Personen","4 Personen","5 Personen","6 oder mehr Personen"
"2023","......2465 Buchegg",2541,349,1016,408,484,190,94
"2023",">> Bezirk Dorneck",20906,2853,6708,3702,4972,1845,826
"2023","......2471 Bättwil",1182,114,364,255,300,130,19
"2023","......2472 Büren (SO)",1051,122,306,249,272,90,12
"2023","......2473 Dornach",6722,1235,1950,1140,1460,580,357
"2023","......2474 Gempen",927,121,272,147,240,115,32
"2023","......2475 Hochwald",1256,139,476,195,260,85,101
"2023","......2476 Hofstetten-Flüh",3386,344,1122,642,964,225,89
"2023","......2477 Metzerlen-Mariastein",949,142,320,159,224,70,34
"2023","......2478 Nuglar-St. Pantaleon",1534,167,584,264,352,120,47
"2023","......2479 Rodersdorf",1410,140,482,234,284,200,70
"2023","......2480 Seewen",1038,174,368,171,236,70,19
"2023","......2481 Witterswil",1451,155,464,246,380,160,46
"2023",">> Bezirk Gösgen",25323,3877,8026,4056,5672,2450,1242
"2023","......2491 Hauenstein-Ifenthal",321,32,106,51,68,40,24
"2023","......2492 Kienberg",521,58,150,90,120,70,33
"2023","......2493 Lostorf",4037,513,1420,600,1036,340,128
"2023","......2495 Niedergösgen",4133,569,1286,648,928,460,242
"2023","......2497 Obergösgen",2419,434,776,384,436,210,179
"2023","......2499 Stüsslingen",1243,136,428,171,392,80,36
"2023","......2500 Trimbach",6515,1151,1890,1095,1276,740,363
"2023","......2501 Winznau",2042,350,682,330,424,205,51
"2023","......2502 Wisen (SO)",442,59,164,90,80,25,24
"2023","......2503 Erlinsbach (SO)",3650,575,1124,597,912,280,162
"2023",">> Bezirk Wasseramt",54446,8916,17620,8952,11756,4880,2322
"2023","......2511 Aeschi (SO)",1312,177,506,234,264,125,6
"2023","......2513 Biberist",9168,1579,2948,1539,1832,910,360
"2023","......2514 Bolken",592,47,198,99,188,60,0
"2023","......2516 Deitingen",2326,302,756,459,580,145,84
"2023","......2517 Derendingen",6913,1211,2166,1230,1380,595,331
"2023","......2518 Etziken",1065,128,322,225,256,70,64
"2023","......2519 Gerlafingen",5691,937,1470,891,1264,635,494
"2023","......2520 Halten",839,101,310,144,176,90,18
"2023","......2523 Horriwil",906,88,308,141,236,115,18
"2023","......2524 Hüniken",160,12,56,21,60,5,6
"2023","......2525 Kriegstetten",1415,190,492,207,320,115,91
"2023","......2526 Lohn-Ammannsegg",2937,370,1080,528,720,185,54
"2023","......2527 Luterbach",3594,606,1212,522,828,265,161
"2023","......2528 Obergerlafingen",1218,158,440,219,260,105,36
"2023","......2529 Oekingen",864,98,280,126,240,80,40
"2023","......2530 Recherswil",2160,258,834,330,460,190,88
"2023","......2532 Subingen",3253,475,1098,549,732,290,109
"2023","......2534 Zuchwil",9295,2101,2870,1371,1780,835,338
"2023","......2535 Drei Höfe",738,78,274,117,180,65,24
"2023",">> Bezirk Lebern",47112,8208,15362,7773,9964,3730,2075
"2023","......2541 Balm bei Günsberg",204,15,82,21,64,10,12
"2023","......2542 Bellach",5366,900,1786,906,1184,350,240
"2023","......2543 Bettlach",4913,870,1700,843,1036,390,74
"2023","......2544 Feldbrunnen-St. Niklaus",1008,149,396,180,216,60,7
"2023","......2545 Flumenthal",1025,176,376,174,232,40,27
"2023","......2546 Grenchen",17999,3670,5426,2946,3384,1535,1038
"2023","......2547 Günsberg",1179,187,430,204,244,90,24
"2023","......2548 Hubersdorf",703,62,252,123,176,50,40
"2023","......2549 Kammersrohr",30,5,14,6,0,5,0
"2023","......2550 Langendorf",3790,731,1280,564,828,275,112
"2023","......2551 Lommiswil",1624,175,574,252,408,155,60
"2023","......2553 Oberdorf (SO)",1836,235,592,285,504,165,55
"2023","......2554 Riedholz",2287,279,776,339,564,200,129
"2023","......2555 Rüttenen",1513,244,534,261,292,95,87
"2023","......2556 Selzach",3635,510,1144,669,832,310,170
"2023",">> Bezirk Olten",57122,10203,17716,9564,12388,4935,2316
"2023","......2571 Boningen",800,129,246,114,160,110,41
"2023","......2572 Däniken",3016,457,976,522,668,255,138
"2023","......2573 Dulliken",5305,889,1466,939,1160,470,381
"2023","......2574 Eppenberg-Wöschnau",322,72,120,45,48,25,12
"2023","......2575 Fulenbach",1798,276,536,294,468,170,54
"2023","......2576 Gretzenbach",2780,360,876,396,684,330,134
"2023","......2578 Gunzgen",1679,261,574,282,392,145,25
"2023","......2579 Hägendorf",5188,728,1504,885,1216,585,270
"2023","......2580 Kappel (SO)",3475,448,1086,633,848,335,125
"2023","......2581 Olten",18320,4357,6034,2877,3292,1275,485
"2023","......2582 Rickenbach (SO)",1171,169,464,204,228,75,31
"2023","......2583 Schönenwerd",5125,820,1438,954,1152,460,301
"2023","......2584 Starrkirch-Wil",1943,243,570,372,544,165,49
"2023","......2585 Walterswil (SO)",734,114,238,120,180,45,37
"2023","......2586 Wangen bei Olten",5466,880,1588,927,1348,490,233
"2023",">> Bezirk Solothurn",16471,4203,5444,2400,2828,1075,521
"2023","......2601 Solothurn",16471,4203,5444,2400,2828,1075,521
"2023",">> Bezirk Thierstein",15089,2176,4988,2511,3148,1425,841
"2023","......2611 Bärschwil",782,117,316,117,156,45,31
"2023","......2612 Beinwil (SO)",274,37,62,24,44,55,52
"2023","......2613 Breitenbach",4200,613,1328,729,860,425,245
"2023","......2614 Büsserach",2385,343,728,438,576,195,105
"2023","......2615 Erschwil",956,104,328,132,196,120,76
"2023","......2616 Fehren",588,74,222,99,128,40,25
"2023","......2617 Grindel",498,69,164,99,108,40,18
"2023","......2618 Himmelried",964,135,358,117,172,95,87
"2023","......2619 Kleinlützel",1186,197,442,180,240,85,42
"2023","......2620 Meltingen",637,84,220,120,112,75,26
"2023","......2621 Nunningen",1951,301,628,366,424,160,72
"2023","......2622 Zullwil",668,102,192,90,132,90,62
"2023","- Basel-Stadt",195190,47606,57224,33474,35848,14085,6953
"2023",">> Kanton Basel-Stadt",195190,47606,57224,33474,35848,14085,6953
"2023","......2701 Basel",171947,43794,50338,29601,29916,12085,6213
"2023","......2702 Bettingen",1222,151,380,195,316,125,55
"2023","......2703 Riehen",22021,3661,6506,3678,5616,1875,685
"2023","- Basel-Landschaft",294414,47005,94510,51078,67852,24270,9699
"2023",">> Bezirk Arlesheim",158116,26719,50320,28230,36856,11975,4016
"2023","......2761 Aesch (BL)",10640,1622,3416,2004,2536,800,262
"2023","......2762 Allschwil",21797,4088,6950,4035,4828,1450,446
"2023","......2763 Arlesheim",9185,1719,2914,1536,2024,745,247
"2023","......2764 Biel-Benken",3530,354,1118,651,936,355,116
"2023","......2765 Binningen",15391,2883,4668,2682,3644,1125,389
"2023","......2766 Birsfelden",10130,2427,3208,1785,1916,590,204
"2023","......2767 Bottmingen",6922,1003,2154,1215,1676,650,224
"2023","......2768 Ettingen",5548,823,1810,990,1424,375,126
"2023","......2769 Münchenstein",12120,2060,3848,2079,2632,1090,411
"2023","......2770 Muttenz",17908,2971,5664,3117,4248,1345,563
"2023","......2771 Oberwil (BL)",11363,1641,3516,2067,2884,955,300
"2023","......2772 Pfeffingen",2364,218,826,423,620,225,52
"2023","......2773 Reinach (BL)",19836,3285,6620,3513,4624,1395,399
"2023","......2774 Schönenbuch",1448,143,508,264,376,120,37
"2023","......2775 Therwil",9934,1482,3100,1869,2488,755,240
"2023",">> Bezirk Laufen",20832,3048,6722,3531,4816,1785,930
"2023","......2781 Blauen",676,100,248,114,132,50,32
"2023","......2782 Brislach",1712,184,508,327,460,160,73
"2023","......2783 Burg im Leimental",279,36,98,39,56,30,20
"2023","......2784 Dittingen",717,114,230,123,168,55,27
"2023","......2785 Duggingen",1584,191,486,285,432,150,40
"2023","......2786 Grellingen",1926,275,672,324,368,190,97
"2023","......2787 Laufen",5899,1078,1764,933,1336,485,303
"2023","......2788 Liesberg",1071,185,400,183,160,90,53
"2023","......2789 Nenzlingen",467,46,162,81,120,40,18
"2023","......2790 Roggenburg",252,48,84,54,44,10,12
"2023","......2791 Röschenz",1881,227,646,300,540,130,38
"2023","......2792 Wahlen",1567,190,498,282,384,145,68
"2023","......2793 Zwingen",2801,374,926,486,616,250,149
"2023",">> Bezirk Liestal",62634,9818,19866,10503,14264,5720,2463
"2023","......2821 Arisdorf",1696,178,552,288,436,150,92
"2023","......2822 Augst",1074,231,370,153,200,65,55
"2023","......2823 Bubendorf",4444,554,1512,654,1172,390,162
"2023","......2824 Frenkendorf",6530,973,1978,1077,1596,645,261
"2023","......2825 Füllinsdorf",4622,741,1470,837,932,480,162
"2023","......2826 Giebenach",1115,105,384,207,264,95,60
"2023","......2827 Hersberg",385,47,128,63,104,30,13
"2023","......2828 Lausen",5750,821,1892,969,1372,515,181
"2023","......2829 Liestal",15548,2737,4986,2634,3320,1320,551
"2023","......2830 Lupsingen",1500,158,506,228,392,140,76
"2023","......2831 Pratteln",16296,2900,4862,2805,3556,1455,718
"2023","......2832 Ramlinsburg",727,70,276,114,196,45,26
"2023","......2833 Seltisberg",1300,144,464,210,304,160,18
"2023","......2834 Ziefen",1647,159,486,264,420,230,88
"2023",">> Bezirk Sissach",36673,5149,12362,6111,8500,3110,1441
"2023","......2841 Anwil",533,55,212,63,140,45,18
"2023","......2842 Böckten",842,101,280,141,212,95,13
"2023","......2843 Buckten",700,100,226,108,176,65,25
"2023","......2844 Buus",1100,119,368,183,264,120,46
"2023","......2845 Diepflingen",791,80,242,108,244,80,37
"2023","......2846 Gelterkinden",6202,939,2022,1134,1336,505,266
"2023","......2847 Häfelfingen",245,35,96,39,40,15,20
"2023","......2848 Hemmiken",262,44,96,45,52,25,0
"2023","......2849 Itingen",2413,277,812,393,668,195,68
"2023","......2850 Känerkinden",522,74,204,75,128,35,6
"2023","......2851 Kilchberg (BL)",173,16,66,21,28,30,12
"2023","......2852 Läufelfingen",1378,212,440,234,296,120,76
"2023","......2853 Maisprach",927,137,304,192,196,80,18
"2023","......2854 Nusshof",276,28,92,60,56,20,20
"2023","......2855 Oltingen",514,63,166,78,104,65,38
"2023","......2856 Ormalingen",2335,325,764,396,572,185,93
"2023","......2857 Rickenbach (BL)",566,78,190,126,112,40,20
"2023","......2858 Rothenfluh",808,115,232,141,188,100,32
"2023","......2859 Rümlingen",428,47,114,60,116,50,41
"2023","......2860 Rünenberg",775,117,280,144,176,40,18
"2023","......2861 Sissach",6747,1125,2224,1098,1556,525,219
"2023","......2862 Tecknau",798,100,286,111,200,70,31
"2023","......2863 Tenniken",930,101,360,126,196,75,72
"2023","......2864 Thürnen",1418,213,516,231,328,90,40
"2023","......2865 Wenslingen",708,80,272,105,164,60,27
"2023","......2866 Wintersingen",602,94,228,87,128,45,20
"2023","......2867 Wittinsburg",442,49,160,81,100,40,12
"2023","......2868 Zeglingen",515,61,170,54,144,60,26
"2023","......2869 Zunzgen",2723,364,940,477,580,235,127
"2023",">> Bezirk Waldenburg",16159,2271,5240,2703,3416,1680,849
"2023","......2881 Arboldswil",571,72,202,93,120,65,19
"2023","......2882 Bennwil",665,76,216,120,124,80,49
"2023","......2883 Bretzwil",734,88,238,123,136,80,69
"2023","......2884 Diegten",1627,196,504,306,396,150,75
"2023","......2885 Eptingen",556,74,190,84,120,65,23
"2023","......2886 Hölstein",2623,302,856,411,616,290,148
"2023","......2887 Lampenberg",561,65,184,75,124,75,38
"2023","......2888 Langenbruck",984,188,328,183,148,95,42
"2023","......2889 Lauwil",316,49,116,33,80,20,18
"2023","......2890 Liedertswil",151,30,46,24,36,15,0
"2023","......2891 Niederdorf",1763,243,546,336,400,175,63
"2023","......2892 Oberdorf (BL)",2496,360,764,417,564,225,166
"2023","......2893 Reigoldswil",1587,241,504,258,352,175,57
"2023","......2894 Titterten",429,62,162,69,72,50,14
"2023","......2895 Waldenburg",1096,225,384,171,128,120,68
"2023","- Schaffhausen",85570,15623,26774,14049,17996,7445,3683
"2023",">> Bezirk Oberklettgau",5189,734,1682,813,1276,525,159
"2023","......2901 Gächlingen",1003,138,320,120,260,125,40
"2023","......2903 Löhningen",1617,193,546,270,336,215,57
"2023","......2904 Neunkirch",2569,403,816,423,680,185,62
"2023",">> Bezirk Reiat",9372,1272,2954,1635,2248,905,358
"2023","......2914 Büttenhardt",415,45,146,87,92,25,20
"2023","......2915 Dörflingen",1052,118,394,186,232,75,47
"2023","......2917 Lohn (SH)",760,92,232,102,220,95,19
"2023","......2919 Stetten (SH)",1473,104,402,249,488,170,60
"2023","......2920 Thayngen",5672,913,1780,1011,1216,540,212
"2023",">> Bezirk Schaffhausen",56838,11381,17230,9237,11740,4785,2465
"2023","......2931 Bargen (SH)",331,62,120,72,32,15,30
"2023","......2932 Beringen",5141,752,1626,879,1208,395,281
"2023","......2933 Buchberg",879,99,302,141,220,85,32
"2023","......2936 Merishausen",870,99,260,126,244,115,26
"2023","......2937 Neuhausen am Rheinfall",10987,2372,3046,1854,2248,945,522
"2023","......2938 Rüdlingen",797,102,286,114,188,95,12
"2023","......2939 Schaffhausen",37833,7895,11590,6051,7600,3135,1562
"2023",">> Bezirk Schleitheim",3139,486,1022,531,576,305,219
"2023","......2951 Beggingen",478,85,158,87,60,60,28
"2023","......2952 Schleitheim",1774,276,544,306,308,185,155
"2023","......2953 Siblingen",887,125,320,138,208,60,36
"2023",">> Bezirk Stein",5906,1024,2130,1041,1136,390,185
"2023","......2961 Buch (SH)",316,40,136,96,24,20,0
"2023","......2962 Hemishofen",500,63,194,75,124,25,19
"2023","......2963 Ramsen",1588,225,518,285,360,115,85
"2023","......2964 Stein am Rhein",3502,696,1282,585,628,230,81
"2023",">> Bezirk Unterklettgau",5126,726,1756,792,1020,535,297
"2023","......2971 Hallau",2350,361,748,369,484,255,133
"2023","......2972 Oberhallau",431,53,150,72,100,50,6
"2023","......2973 Trasadingen",621,92,230,87,100,80,32
"2023","......2974 Wilchingen",1724,220,628,264,336,150,126
"2023","- Appenzell Ausserrhoden",55528,8881,16964,8460,12016,6190,3017
"2023",">> Bezirk Hinterland",24263,4092,7120,3684,5032,2810,1525
"2023","......3001 Herisau",15649,2983,4660,2544,3128,1525,809
"2023","......3002 Hundwil",921,101,220,126,208,140,126
"2023","......3003 Schönengrund",554,80,156,81,92,70,75
"2023","......3004 Schwellbrunn",1534,171,412,177,344,285,145
"2023","......3005 Stein (AR)",1442,180,432,225,344,195,66
"2023","......3006 Urnäsch",2310,329,676,306,436,375,188
"2023","......3007 Waldstatt",1853,248,564,225,480,220,116
"2023",">> Bezirk Mittelland",17639,2659,5300,2622,4268,1910,880
"2023","......3021 Bühler",1921,291,486,288,448,285,123
"2023","......3022 Gais",3095,453,950,480,684,365,163
"2023","......3023 Speicher",4406,599,1280,615,1236,470,206
"2023","......3024 Teufen (AR)",6410,1038,2050,978,1508,535,301
"2023","......3025 Trogen",1807,278,534,261,392,255,87
"2023",">> Bezirk Vorderland",13626,2130,4544,2154,2716,1470,612
"2023","......3031 Grub (AR)",947,105,318,159,172,145,48
"2023","......3032 Heiden",4234,745,1274,648,960,480,127
"2023","......3033 Lutzenberg",1326,183,500,225,212,155,51
"2023","......3034 Rehetobel",1690,247,524,249,432,145,93
"2023","......3035 Reute (AR)",697,99,290,120,124,45,19
"2023","......3036 Wald (AR)",884,114,288,129,152,125,76
"2023","......3037 Walzenhausen",1985,384,664,315,332,175,115
"2023","......3038 Wolfhalden",1863,253,686,309,332,200,83
"2023","- Appenzell Innerrhoden",16092,2188,4738,2352,3448,2340,1026
"2023",">> Kanton Appenzell Innerrhoden",16092,2188,4738,2352,3448,2340,1026
"2023","......3101 Appenzell",5650,943,1846,834,1140,615,272
"2023","......3102 Gonten",1405,184,354,189,280,250,148
"2023","......3104 Schlatt-Haslen",1116,135,312,135,212,195,127
"2023","......3111 Oberegg",1904,279,642,312,416,175,80
"2023","......3112 Schwende-Rüte",6017,647,1584,882,1400,1105,399
"2023","- St. Gallen",526513,85407,157168,83940,117104,54885,28009
"2023",">> Wahlkreis St. Gallen",123497,24703,36778,19536,25908,11520,5052
"2023","......3201 Häggenschwil",1420,117,380,219,396,185,123
"2023","......3202 Muolen",1250,129,348,186,300,180,107
"2023","......3203 St. Gallen",76419,18102,22778,12120,14196,6210,3013
"2023","......3204 Wittenbach",9856,1501,2926,1536,2408,1090,395
"2023","......3212 Eggersriet",2323,264,742,297,632,275,113
"2023","......3441 Andwil (SG)",2118,196,544,357,636,265,120
"2023","......3442 Gaiserwald",8479,1157,2626,1428,2164,840,264
"2023","......3443 Gossau (SG)",18146,2909,5558,2898,4220,1855,706
"2023","......3444 Waldkirch",3486,328,876,495,956,620,211
"2023",">> Wahlkreis Rorschach",44617,7522,14146,7476,9560,4215,1698
"2023","......3211 Berg (SG)",1004,83,290,159,280,130,62
"2023","......3213 Goldach",9566,1624,3152,1674,2088,750,278
"2023","......3214 Mörschwil",3593,415,1128,585,916,395,154
"2023","......3215 Rorschach",9725,2372,2812,1479,1764,860,438
"2023","......3216 Rorschacherberg",7597,1119,2582,1407,1568,655,266
"2023","......3217 Steinach",3509,585,1112,591,808,335,78
"2023","......3218 Tübach",1586,191,492,207,432,195,69
"2023","......3219 Untereggen",1017,82,336,195,204,145,55
"2023","......3237 Thal",7020,1051,2242,1179,1500,750,298
"2023",">> Wahlkreis Rheintal",76850,11354,22804,12756,17720,7870,4346
"2023","......3231 Au (SG)",8394,1403,2496,1461,1872,660,502
"2023","......3232 Balgach",5082,773,1576,816,1180,545,192
"2023","......3233 Berneck",3917,562,1274,618,904,400,159
"2023","......3234 Diepoldsau",6835,842,1958,1185,1752,710,388
"2023","......3235 Rheineck",3478,609,1110,516,704,365,174
"2023","......3236 St. Margrethen",6429,1010,1750,1056,1360,705,548
"2023","......3238 Widnau",10133,1412,2942,1872,2492,960,455
"2023","......3251 Altstätten",12286,2090,3716,1866,2476,1375,763
"2023","......3252 Eichberg",1555,177,456,249,460,155,58
"2023","......3253 Marbach (SG)",2096,271,654,363,544,195,69
"2023","......3254 Oberriet (SG)",9151,1130,2578,1482,2260,1035,666
"2023","......3255 Rebstein",4984,765,1526,849,1140,485,219
"2023","......3256 Rüthi (SG)",2510,310,768,423,576,280,153
"2023",">> Wahlkreis Werdenberg",41816,6288,11948,6669,9464,4555,2892
"2023","......3271 Buchs (SG)",13787,2284,3754,2190,3064,1465,1030
"2023","......3272 Gams",3691,416,1098,528,912,480,257
"2023","......3273 Grabs",7325,1059,2068,1161,1708,900,429
"2023","......3274 Sennwald",6227,944,2062,963,1308,610,340
"2023","......3275 Sevelen",5340,818,1400,927,1276,510,409
"2023","......3276 Wartau",5446,767,1566,900,1196,590,427
"2023",">> Wahlkreis Sarganserland",43133,6824,13052,6564,9704,4855,2134
"2023","......3291 Bad Ragaz",6745,1300,2124,1002,1480,600,239
"2023","......3292 Flums",5274,802,1532,762,1140,675,363
"2023","......3293 Mels",9426,1303,2666,1560,2260,1150,487
"2023","......3294 Pfäfers",1579,247,492,222,328,190,100
"2023","......3295 Quarten",2993,532,1046,411,544,355,105
"2023","......3296 Sargans",6437,1066,1864,1005,1452,725,325
"2023","......3297 Vilters-Wangs",4913,625,1510,738,1236,580,224
"2023","......3298 Walenstadt",5766,949,1818,864,1264,580,291
"2023",">> Wahlkreis See-Gaster",70599,10379,21442,11859,16756,7065,3098
"2023","......3311 Amden",1811,335,704,261,304,170,37
"2023","......3312 Benken (SG)",2995,341,812,438,720,490,194
"2023","......3313 Kaltbrunn",5031,692,1444,753,1316,605,221
"2023","......3315 Schänis",4080,459,1142,690,1008,535,246
"2023","......3316 Weesen",1819,325,616,231,440,150,57
"2023","......3338 Schmerikon",4115,564,1322,774,892,400,163
"2023","......3339 Uznach",6859,864,1874,1152,1652,745,572
"2023","......3340 Rapperswil-Jona",28283,4700,8756,5016,6632,2265,914
"2023","......3341 Gommiswald",5576,795,1810,855,1356,590,170
"2023","......3342 Eschenbach (SG)",10030,1304,2962,1689,2436,1115,524
"2023",">> Wahlkreis Toggenburg",47998,7078,14204,6972,9960,5825,3959
"2023","......3352 Ebnat-Kappel",5000,780,1540,765,1112,540,263
"2023","......3359 Wildhaus-Alt St. Johann",2584,484,816,267,428,300,289
"2023","......3360 Nesslau",3743,628,1226,444,720,415,310
"2023","......3374 Lichtensteig",2054,480,652,297,368,170,87
"2023","......3379 Wattwil",8992,1540,2672,1389,1712,1000,679
"2023","......3392 Kirchberg (SG)",9596,1201,2534,1524,2392,1220,725
"2023","......3393 Lütisburg",1638,160,494,198,388,215,183
"2023","......3394 Mosnang",2924,284,822,426,596,450,346
"2023","......3395 Bütschwil-Ganterschwil",5127,700,1466,762,1104,710,385
"2023","......3396 Neckertal",6340,821,1982,900,1140,805,692
"2023",">> Wahlkreis Wil",78003,11259,22794,12108,18032,8980,4830
"2023","......3401 Degersheim",4045,592,1056,579,896,560,362
"2023","......3402 Flawil",10473,1654,3046,1617,2316,1175,665
"2023","......3405 Jonschwil",4005,435,1168,645,1056,520,181
"2023","......3407 Oberuzwil",6592,828,1842,1065,1624,845,388
"2023","......3408 Uzwil",14116,1953,4050,2178,3148,1720,1067
"2023","......3422 Niederbüren",1491,125,420,201,412,195,138
"2023","......3423 Niederhelfenschwil",3217,297,850,486,952,520,112
"2023","......3424 Oberbüren",4560,540,1366,678,1160,560,256
"2023","......3426 Zuzwil (SG)",4982,539,1670,801,1304,495,173
"2023","......3427 Wil (SG)",24522,4296,7326,3858,5164,2390,1488
"2023","- Graubünden / Grigioni / Grischun",201047,38129,64852,33033,43072,16225,5736
"2023",">> Region Albula",8002,1606,2718,1167,1664,605,242
"2023","......3506 Vaz/Obervaz",2710,574,868,393,628,190,57
"2023","......3513 Lantsch/Lenz",516,105,180,45,144,30,12
"2023","......3514 Schmitten (GR)",203,48,84,27,28,10,6
"2023","......3542 Albula/Alvra",1289,241,430,210,240,105,63
"2023","......3543 Surses",2400,471,850,375,456,180,68
"2023","......3544 Bergün Filisur",884,167,306,117,168,90,36
"2023",">> Region Bernina",4538,708,1242,738,1056,620,174
"2023","......3551 Brusio",1092,157,284,225,216,155,55
"2023","......3561 Poschiavo",3446,551,958,513,840,465,119
"2023",">> Region Engiadina Bassa / Val Müstair",9006,1699,2998,1485,1864,740,220
"2023","......3746 Zernez",1562,296,502,234,380,120,30
"2023","......3752 Samnaun",748,166,200,153,184,45,0
"2023","......3762 Scuol",4502,824,1500,756,916,400,106
"2023","......3764 Valsot",803,135,266,138,188,55,21
"2023","......3847 Val Müstair",1391,278,530,204,196,120,63
"2023",">> Region Imboden",21767,3347,6648,3579,5664,1815,714
"2023","......3721 Bonaduz",3496,516,1022,534,996,335,93
"2023","......3722 Domat/Ems",8194,1177,2456,1422,2100,745,294
"2023","......3723 Rhäzüns",1617,195,462,246,460,175,79
"2023","......3731 Felsberg",2824,343,776,513,856,225,111
"2023","......3732 Flims",2907,676,982,495,604,125,25
"2023","......3733 Tamins",1209,191,430,159,280,70,79
"2023","......3734 Trin",1520,249,520,210,368,140,33
"2023",">> Region Landquart",26043,3893,8392,4275,6368,2320,795
"2023","......3945 Trimmis",3291,467,1050,552,892,275,55
"2023","......3946 Untervaz",2649,409,828,462,644,220,86
"2023","......3947 Zizers",3538,570,1124,579,796,340,129
"2023","......3951 Fläsch",862,135,328,141,208,30,20
"2023","......3952 Jenins",941,112,342,153,232,65,37
"2023","......3953 Maienfeld",3173,509,1060,504,768,285,47
"2023","......3954 Malans",2511,310,860,375,632,245,89
"2023","......3955 Landquart",9078,1381,2800,1509,2196,860,332
"2023",">> Region Maloja",17891,4217,5646,3051,3540,1100,337
"2023","......3781 Bever",607,129,202,114,116,40,6
"2023","......3782 Celerina/Schlarigna",1401,300,478,222,296,85,20
"2023","......3783 Madulain",196,32,86,30,28,20,0
"2023","......3784 Pontresina",2069,452,646,402,384,155,30
"2023","......3785 La Punt Chamues-ch",719,164,202,150,144,30,29
"2023","......3786 Samedan",2877,600,928,450,688,155,56
"2023","......3787 St. Moritz",4871,1404,1488,807,852,225,95
"2023","......3788 S-chanf",702,146,194,132,168,50,12
"2023","......3789 Sils im Engadin/Segl",704,162,198,144,136,45,19
"2023","......3790 Silvaplana",1082,293,372,168,184,50,15
"2023","......3791 Zuoz",1104,224,380,180,252,55,13
"2023","......3792 Bregaglia",1559,311,472,252,292,190,42
"2023",">> Region Moesa",9095,1685,2740,1788,2068,615,199
"2023","......3804 Buseno",91,22,34,18,12,5,0
"2023","......3805 Castaneda",253,54,78,48,68,5,0
"2023","......3808 Rossa",160,48,62,24,16,10,0
"2023","......3810 Santa Maria in Calanca",117,34,54,18,4,0,7
"2023","......3821 Lostallo",847,138,262,186,228,25,8
"2023","......3822 Mesocco",1395,282,416,261,284,110,42
"2023","......3823 Soazza",326,66,100,78,56,20,6
"2023","......3831 Cama",690,119,208,105,192,60,6
"2023","......3832 Grono",1528,274,462,309,324,110,49
"2023","......3834 Roveredo (GR)",2572,430,724,483,660,220,55
"2023","......3835 San Vittore",906,169,272,213,188,45,19
"2023","......3837 Calanca",210,49,68,45,36,5,7
"2023",">> Region Plessur",43269,9712,14352,7239,8260,2750,956
"2023","......3901 Chur",37945,8428,12516,6405,7340,2455,801
"2023","......3911 Churwalden",1964,370,682,318,368,130,96
"2023","......3921 Arosa",3068,865,1042,477,488,150,46
"2023","......3932 Tschiertschen-Praden",292,49,112,39,64,15,13
"2023",">> Region Prättigau / Davos",26109,5030,8524,4188,5316,2210,841
"2023","......3851 Davos",10535,2433,3328,1809,2060,690,215
"2023","......3861 Fideris",611,74,202,93,144,80,18
"2023","......3862 Furna",202,16,62,24,24,45,31
"2023","......3863 Jenaz",1132,176,436,165,224,95,36
"2023","......3871 Klosters",4420,922,1520,651,888,325,114
"2023","......3881 Conters im Prättigau",228,32,82,21,52,20,21
"2023","......3882 Küblis",913,182,296,144,152,90,49
"2023","......3891 Luzein",1617,217,524,270,348,215,43
"2023","......3961 Grüsch",2122,317,730,324,456,215,80
"2023","......3962 Schiers",2914,457,876,495,660,280,146
"2023","......3972 Seewis im Prättigau",1415,204,468,192,308,155,88
"2023",">> Region Surselva",21210,3856,7200,3231,4308,2045,570
"2023","......3572 Falera",625,97,232,69,168,35,24
"2023","......3575 Laax",2028,503,718,315,340,140,12
"2023","......3581 Sagogn",765,123,244,81,216,95,6
"2023","......3582 Schluein",609,119,202,108,140,40,0
"2023","......3603 Vals",938,210,292,129,152,130,25
"2023","......3618 Lumnezia",2008,345,744,321,340,165,93
"2023","......3619 Ilanz/Glion",4862,876,1606,825,1052,410,93
"2023","......3672 Safiental",942,126,282,132,216,120,66
"2023","......3981 Breil/Brigels",1687,263,566,255,344,205,54
"2023","......3982 Disentis/Mustér",1988,367,658,312,352,220,79
"2023","......3983 Medel (Lucmagn)",317,50,118,51,60,25,13
"2023","......3985 Sumvitg",1050,154,370,168,220,120,18
"2023","......3986 Tujetsch",1151,220,388,180,236,115,12
"2023","......3987 Trun",1111,198,358,192,220,100,43
"2023","......3988 Obersaxen Mundaun",1129,205,422,93,252,125,32
"2023",">> Region Viamala",14117,2376,4392,2292,2964,1405,688
"2023","......3633 Fürstenau",345,68,116,54,76,25,6
"2023","......3637 Rothenbrunnen",305,46,92,42,72,35,18
"2023","......3638 Scharans",826,135,226,123,204,120,18
"2023","......3640 Sils im Domleschg",948,131,300,165,216,80,56
"2023","......3661 Cazis",2307,364,758,378,500,225,82
"2023","......3662 Flerden",254,39,66,30,60,40,19
"2023","......3663 Masein",532,49,148,114,116,60,45
"2023","......3668 Thusis",3386,708,1032,558,664,280,144
"2023","......3669 Tschappina",139,14,60,21,28,10,6
"2023","......3670 Urmein",161,24,74,24,24,15,0
"2023","......3673 Domleschg",2196,312,666,384,500,240,94
"2023","......3681 Avers",166,37,38,15,20,15,41
"2023","......3695 Sufers",150,20,46,12,40,20,12
